x,y,p_y,E
0,-0.1,0.04
0.00487573,-0.0995945,0.0410975
0.00975106,-0.0991781,0.0421896
0.00936802,-0.247327,0.0357748
0.0051557,-0.246954,0.0388565
0.000943125,-0.24655,0.0419328
-0.0032695,-0.246115,0.045003
-0.00748196,-0.24565,0.0480661
-0.00696177,-0.0505856,-0.0950366
-0.00208014,-0.0515333,-0.0945001
0.00280167,-0.0524756,-0.093953
0.00768323,-0.0534123,-0.0933959
0.00813479,-0.122001,0.324108
0.00454553,-0.118753,0.325456
0.00095592,-0.115492,0.326765
-0.00263376,-0.112218,0.328033
-0.00622324,-0.108931,0.329261
-0.00981223,-0.105633,0.330448
-0.00969955,0.253436,-0.165025
-0.00558496,0.251776,-0.166914
-0.00146953,0.250098,-0.168793
0.00264613,0.248401,-0.170665
0.00676139,0.246685,-0.172528
0.00950296,0.136661,0.409962
0.00695601,0.140755,0.408767
0.00440817,0.144836,0.407542
0.00185976,0.148905,0.406289
-0.000688886,0.152962,0.405008
-0.00323745,0.157005,0.403698
-0.00578558,0.161036,0.402361
-0.00833295,0.165052,0.400995
-0.00810775,0.463199,-0.158838
-0.00534401,0.461599,-0.161324
-0.00257924,0.459973,-0.163809
0.000186016,0.458322,-0.166293
0.00295124,0.456647,-0.168774
0.0057159,0.454947,-0.171255
0.00847947,0.453222,-0.173735
0.00997544,-0.343839,0.292094
0.00858515,-0.340895,0.296689
0.0071946,-0.337905,0.301235
0.00580381,-0.33487,0.30573
0.00441283,-0.331791,0.310174
0.0030217,-0.328667,0.314567
0.00163047,-0.325499,0.318907
0.000239181,-0.322289,0.323195
-0.00115212,-0.319036,0.32743
-0.00254337,-0.31574,0.331611
-0.00393453,-0.312404,0.335739
-0.00532555,-0.309026,0.339811
-0.00671636,-0.305608,0.343828
-0.00810691,-0.302149,0.34779
-0.00949713,-0.298652,0.351696
-0.008455,0.570282,0.102902
-0.00651298,0.571298,0.100451
-0.00456956,0.572291,0.0980023
-0.00262515,0.573258,0.0955551
-0.000680189,0.574202,0.0931095
0.00126492,0.575121,0.0906652
0.00320976,0.576015,0.0882223
0.00515391,0.576885,0.0857806
