x,y,p_y,E
0,0.02,-0.08
0.0049315,0.019199,-0.0801922
0.00986249,0.0183962,-0.0803772
0.00746842,-0.0810758,0.370798
0.00421957,-0.0773635,0.371653
0.000970353,-0.0736429,0.372465
-0.00227894,-0.0699143,0.373234
-0.00552804,-0.0661783,0.373961
-0.00877666,-0.0624353,0.374645
-0.00972659,0.340885,-0.145122
-0.0059978,0.339422,-0.147368
-0.002268,0.337937,-0.149608
0.00146218,0.33643,-0.151842
0.00519211,0.334901,-0.154073
0.00892118,0.333349,-0.156298
0.00896116,-0.0789855,0.457828
0.00712346,-0.0744031,0.458653
0.00528516,-0.0698126,0.459426
0.0034464,-0.0652147,0.460147
0.00160733,-0.0606099,0.460815
-0.000231867,-0.0559986,0.461432
-0.00207105,-0.0513814,0.461998
-0.00391004,-0.0467588,0.462513
-0.00574868,-0.0421313,0.462977
-0.0075868,-0.0374994,0.46339
-0.00942421,-0.0328637,0.463754
-0.00895284,0.569964,-0.00927732
-0.00675373,0.569859,-0.0117291
-0.00455318,0.569729,-0.0141807
-0.00235165,0.569575,-0.0166323
-0.000149615,0.569397,-0.019084
0.00205245,0.569193,-0.021536
0.00425407,0.568966,-0.0239884
0.00645479,0.568714,-0.0264413
0.00865412,0.568437,-0.0288948
0.00839249,-0.138283,-0.445388
0.00664026,-0.142729,-0.443786
0.00488754,-0.147159,-0.442127
0.00313449,-0.151571,-0.44041
0.00138121,-0.155967,-0.438636
-0.000372157,-0.160344,-0.436804
-0.0021255,-0.164703,-0.434915
-0.00387871,-0.169042,-0.432968
-0.00563165,-0.173362,-0.430963
-0.00738423,-0.177661,-0.4289
-0.00913633,-0.18194,-0.42678
-0.0085229,0.360059,0.149795
-0.00493182,0.361545,0.147488
-0.00133989,0.363008,0.145177
0.00225228,0.364449,0.142863
0.00584405,0.365866,0.140545
0.00943482,0.36726,0.138222
0.00870274,-0.0459249,-0.386959
0.00557157,-0.049792,-0.386458
0.0024399,-0.0536539,-0.385914
-0.000691993,-0.0575101,-0.385327
-0.00382382,-0.0613603,-0.384697
-0.00695532,-0.065204,-0.384025
-0.00582879,0.0471536,0.080345
-0.00091578,0.0479548,0.0798919
0.00399733,0.0487514,0.0794317
0.00891,0.0495434,0.0789639
0.00955138,-0.29869,-0.00565816
0.00577034,-0.298727,-0.00177935
0.00198906,-0.298725,0.00210017
-0.0017923,-0.298685,0.00597951
-0.00557358,-0.298606,0.00985776
-0.00935464,-0.298488,0.013734
-0.00587642,0.0536544,-0.081648
-0.00097191,0.0528354,-0.0821522
0.00393271,0.0520114,-0.082649
0.0088369,0.0511824,-0.0831388
0.00715196,-0.0569637,0.386421
0.00403295,-0.0530965,0.387001
0.000913575,-0.0492238,0.387539
-0.00220588,-0.0453459,0.388034
-0.00532513,-0.0414632,0.388487
-0.0084439,-0.0375763,0.388897
-0.00669276,0.369027,-0.141781
-0.00312657,0.367597,-0.144108
0.000440151,0.366145,-0.14643
0.0040068,0.364669,-0.148749
0.00757276,0.36317,-0.151064
0.00951741,-0.18221,0.427287
0.00778118,-0.177926,0.429411
0.00604445,-0.173622,0.431477
0.00430733,-0.169297,0.433486
0.00256992,-0.164952,0.435436
0.000832339,-0.160588,0.437329
-0.000905298,-0.156206,0.439164
-0.00264287,-0.151805,0.440941
-0.00438026,-0.147387,0.442661
-0.00611734,-0.142952,0.444323
-0.00785399,-0.138501,0.445928
-0.00959006,-0.134034,0.447475
-0.00878678,0.570107,0.0299942
-0.00660773,0.570394,0.0275429
-0.00442727,0.570658,0.0250924
-0.00224586,0.570896,0.0226423
-6.39733e-005,0.57111,0.0201927
0.00211793,0.5713,0.0177434
0.00429938,0.571465,0.0152943
0.00647991,0.571606,0.0128452
0.00865905,0.571722,0.0103959
0.00868142,-0.0287277,-0.46455
0.00685673,-0.0333716,-0.464231
0.0050314,-0.0380121,-0.463861
0.0032056,-0.0426487,-0.463442
0.00137951,-0.0472808,-0.462972
-0.000446704,-0.051908,-0.462451
-0.00227288,-0.0565297,-0.46188
-0.00409885,-0.0611454,-0.461257
