x,y,p_y,E
0,0.02,-0.08
0.0399152,0.0119136,-0.0816241
0.0794232,0.00369116,-0.0827683
0.118133,-0.00463338,-0.0837111
0.155674,-0.0130529,-0.0847083
0.191702,-0.0215843,-0.0859793
0.225898,-0.0302638,-0.087697
0.257974,-0.0391426,-0.0899785
0.287675,-0.0482803,-0.0928802
0.314781,-0.0577391,-0.0963942
0.339105,-0.0675772,-0.100448
0.360499,-0.0778425,-0.104909
0.378853,-0.0885665,-0.109588
0.394093,-0.0997595,-0.114247
0.40618,-0.111406,-0.11861
0.415114,-0.123462,-0.122376
0.420924,-0.135851,-0.125227
0.423671,-0.148466,-0.126845
0.423441,-0.161169,-0.126926
0.420343,-0.17379,-0.125189
0.414504,-0.186138,-0.121392
0.406063,-0.197993,-0.115339
0.39517,-0.209125,-0.106895
0.381979,-0.21929,-0.0959864
0.366642,-0.22824,-0.0826117
0.349312,-0.235732,-0.0668403
0.330136,-0.241533,-0.0488144
0.309252,-0.245427,-0.0287459
0.286793,-0.247223,-0.00691208
0.262884,-0.246762,0.0163519
0.237643,-0.243918,0.0406615
0.211185,-0.238609,0.0655933
0.183623,-0.230794,0.0906965
0.155072,-0.220479,0.115505
0.125656,-0.207718,0.139549
0.0955065,-0.19261,0.162369
0.0647713,-0.1753,0.183524
0.0336175,-0.155974,0.202606
0.00223443,-0.13486,0.219243
-0.0291626,-0.112218,0.233116
-0.0603312,-0.0883383,0.243956
-0.0910007,-0.063535,0.251558
-0.120874,-0.0381397,0.255778
-0.149629,-0.0124949,0.25654
-0.176923,0.0130528,0.253839
-0.202402,0.0381594,0.247736
-0.225703,0.0624907,0.23836
-0.246465,0.0857286,0.225906
-0.264342,0.107578,0.210629
-0.27901,0.127771,0.192841
-0.290179,0.146074,0.172897
-0.297602,0.162291,0.151189
-0.301089,0.176267,0.128135
-0.300509,0.187887,0.104162
-0.295801,0.197083,0.0796963
-0.286975,0.203824,0.0551461
-0.274115,0.208122,0.0308891
-0.25738,0.210023,0.00726036
-0.236994,0.209604,-0.0154579
-0.21325,0.206969,-0.0370433
-0.186495,0.202239,-0.0573374
-0.157124,0.195548,-0.0762459
-0.125569,0.187037,-0.093735
-0.0922902,0.176847,-0.109825
-0.0577623,0.165116,-0.124581
-0.0224657,0.151973,-0.138099
0.0131252,0.137534,-0.150498
0.0485507,0.121906,-0.161898
0.083375,0.105184,-0.172414
0.117193,0.0874499,-0.182139
0.149638,0.0687803,-0.191136
0.180385,0.0492463,-0.199427
0.209154,0.028919,-0.206992
0.235714,0.00787421,-0.213762
0.259885,-0.0138032,-0.219621
0.281532,-0.0360145,-0.224412
0.300571,-0.0586436,-0.227941
0.316959,-0.0815533,-0.229987
0.330699,-0.104584,-0.230312
0.341825,-0.12755,-0.228675
0.350408,-0.150245,-0.224842
0.356541,-0.172438,-0.218603
0.360339,-0.19388,-0.20978
0.361933,-0.214304,-0.198243
0.361458,-0.233435,-0.183919
0.359056,-0.250994,-0.166796
0.354865,-0.266703,-0.146937
0.349018,-0.280294,-0.124472
0.341636,-0.291517,-0.0996076
0.332828,-0.300145,-0.0726174
0.322689,-0.305981,-0.0438381
